year,stage,special,state,state_postal,state_fips,state_icpsr,county_name,county_fips,county_ansi,county_lat,county_long,jurisdiction,precinct,candidate,candidate_normalized,office,district,writein,party,mode,votes,candidate_opensecrets,candidate_wikidata,candidate_party,candidate_last,candidate_first,candidate_middle,candidate_full,candidate_suffix,candidate_nickname,candidate_fec,candidate_fec_name,candidate_google,candidate_govtrack,candidate_icpsr,candidate_maplight
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Orleans Volunteer Fire Department|pplaceid: 10001|pollid: 4492|electdist: 1|prec: 0,,,US House,6,TRUE,,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Orleans Volunteer Fire Department|pplaceid: 10001|pollid: 4492|electdist: 1|prec: 0,Ted Athey,athey,US House,6,TRUE,unaffiliated,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Orleans Volunteer Fire Department|pplaceid: 10001|pollid: 4492|electdist: 1|prec: 0,John K. Delaney,delaney,US House,6,FALSE,democratic,election day,75,N00033897,Q2688821,Democrat,Delaney,John,K.,John K. Delaney,,,H2MD06195,,kg:/m/09g8h5d,412544,21334,1768
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Orleans Volunteer Fire Department|pplaceid: 10001|pollid: 4492|electdist: 1|prec: 0,George Gluck,gluck,US House,6,FALSE,green,election day,5,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Orleans Volunteer Fire Department|pplaceid: 10001|pollid: 4492|electdist: 1|prec: 0,Amie Hoeber,hoeber,US House,6,FALSE,republican,election day,297,,,,,,,,,,H6MD06212,"HOEBER, AMIE",,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Orleans Volunteer Fire Department|pplaceid: 10001|pollid: 4492|electdist: 1|prec: 0,David L. Howser,howser,US House,6,FALSE,libertarian,election day,4,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Westmar Middle School|pplaceid: 11288|pollid: 4504|electdist: 10|prec: 0,,,US House,6,TRUE,,election day,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Westmar Middle School|pplaceid: 11288|pollid: 4504|electdist: 10|prec: 0,Ted Athey,athey,US House,6,TRUE,unaffiliated,election day,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Westmar Middle School|pplaceid: 11288|pollid: 4504|electdist: 10|prec: 0,John K. Delaney,delaney,US House,6,FALSE,democratic,election day,156,N00033897,Q2688821,Democrat,Delaney,John,K.,John K. Delaney,,,H2MD06195,,kg:/m/09g8h5d,412544,21334,1768
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Westmar Middle School|pplaceid: 11288|pollid: 4504|electdist: 10|prec: 0,George Gluck,gluck,US House,6,FALSE,green,election day,6,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Westmar Middle School|pplaceid: 11288|pollid: 4504|electdist: 10|prec: 0,Amie Hoeber,hoeber,US House,6,FALSE,republican,election day,579,,,,,,,,,,H6MD06212,"HOEBER, AMIE",,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Westmar Middle School|pplaceid: 11288|pollid: 4504|electdist: 10|prec: 0,David L. Howser,howser,US House,6,FALSE,libertarian,election day,9,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Frost Elementary School|pplaceid: 11289|pollid: 4505|electdist: 11|prec: 0,,,US House,6,TRUE,,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Frost Elementary School|pplaceid: 11289|pollid: 4505|electdist: 11|prec: 0,Ted Athey,athey,US House,6,TRUE,unaffiliated,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Frost Elementary School|pplaceid: 11289|pollid: 4505|electdist: 11|prec: 0,John K. Delaney,delaney,US House,6,FALSE,democratic,election day,249,N00033897,Q2688821,Democrat,Delaney,John,K.,John K. Delaney,,,H2MD06195,,kg:/m/09g8h5d,412544,21334,1768
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Frost Elementary School|pplaceid: 11289|pollid: 4505|electdist: 11|prec: 0,George Gluck,gluck,US House,6,FALSE,green,election day,11,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Frost Elementary School|pplaceid: 11289|pollid: 4505|electdist: 11|prec: 0,Amie Hoeber,hoeber,US House,6,FALSE,republican,election day,266,,,,,,,,,,H6MD06212,"HOEBER, AMIE",,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Frost Elementary School|pplaceid: 11289|pollid: 4505|electdist: 11|prec: 0,David L. Howser,howser,US House,6,FALSE,libertarian,election day,3,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mountain Ridge High School Bus Entr|pplaceid: 11290|pollid: 4506|electdist: 12|prec: 0,,,US House,6,TRUE,,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mountain Ridge High School Bus Entr|pplaceid: 11290|pollid: 4506|electdist: 12|prec: 0,Ted Athey,athey,US House,6,TRUE,unaffiliated,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mountain Ridge High School Bus Entr|pplaceid: 11290|pollid: 4506|electdist: 12|prec: 0,John K. Delaney,delaney,US House,6,FALSE,democratic,election day,397,N00033897,Q2688821,Democrat,Delaney,John,K.,John K. Delaney,,,H2MD06195,,kg:/m/09g8h5d,412544,21334,1768
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mountain Ridge High School Bus Entr|pplaceid: 11290|pollid: 4506|electdist: 12|prec: 0,George Gluck,gluck,US House,6,FALSE,green,election day,23,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mountain Ridge High School Bus Entr|pplaceid: 11290|pollid: 4506|electdist: 12|prec: 0,Amie Hoeber,hoeber,US House,6,FALSE,republican,election day,663,,,,,,,,,,H6MD06212,"HOEBER, AMIE",,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mountain Ridge High School Bus Entr|pplaceid: 11290|pollid: 4506|electdist: 12|prec: 0,David L. Howser,howser,US House,6,FALSE,libertarian,election day,26,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mt. Savage Elementary/Middle School|pplaceid: 12908|pollid: 4507|electdist: 13|prec: 0,,,US House,6,TRUE,,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mt. Savage Elementary/Middle School|pplaceid: 12908|pollid: 4507|electdist: 13|prec: 0,Ted Athey,athey,US House,6,TRUE,unaffiliated,election day,4,,,,,,,,,,,,,,,
2016,gen,FALSE,Maryland,MD,24,52,Allegany County,24001,01713506,39.612313,-78.703104,Allegany County,Mt. Savage Elementary/Middle School|pplaceid: 12908|pollid: 4507|electdist: 13|prec: 0,John K. Delaney,delaney,US House,6,FALSE,democratic,election day,222,N00033897,Q2688821,Democrat,Delaney,John,K.,John K. Delaney,,,H2MD06195,,kg:/m/09g8h5d,412544,21334,1768
